#ID	Length	Dir	Exons	Position	GroupID	NIsoformInGroup	Explv
transcript:ENST00000367443	1909	+	11	1:193029187-193060907	89	11	1.000000
transcript:ENST00000367445	1898	+	10	1:193029187-193060907	89	11	1.000000
transcript:ENST00000367444	1857	+	10	1:193029187-193060907	89	11	1.000000
transcript:ENST00000367441	1791	+	8	1:193038146-193053996	89	11	1.000000
transcript:ENST00000512587	581	+	3	1:193038362-193045061	89	11	1.000000
transcript:ENST00000451207	1024	-	5	1:158297741-158300815	90	2	1.000000
transcript:ENST00000368168	1395	-	6	1:158297741-158301321	90	2	1.000000
transcript:ENST00000367267	7614	-	9	1:202559724-202612581	91	2	1.000000
transcript:ENST00000367268	7598	-	9	1:202559724-202679545	91	2	1.000000
transcript:ENST00000368694	2096	+	6	1:153606525-153618782	92	5	1.000000
transcript:ENST00000403433	1923	+	5	1:153606556-153618778	92	5	1.000000
transcript:ENST00000368690	810	+	4	1:153609065-153617946	92	5	1.000000
transcript:ENST00000368687	1094	+	4	1:153610560-153617946	92	5	1.000000
transcript:ENST00000368686	2250	+	2	1:153610818-153616861	92	5	1.000000
transcript:ENST00000370673	1565	+	4	1:84764049-84816479	93	8	1.000000
transcript:ENST00000370671	724	+	4	1:84765241-84815753	93	8	1.000000
transcript:ENST00000394834	785	+	4	1:84767289-84815705	93	8	1.000000
transcript:ENST00000370669	856	+	4	1:84767403-84815677	93	8	1.000000
transcript:ENST00000370668	1403	+	4	1:84768334-84816479	93	8	1.000000
transcript:ENST00000370670	565	+	4	1:84768716-84815613	93	8	1.000000
transcript:ENST00000454967	362	+	3	1:84791363-84855640	93	8	1.000000
transcript:ENST00000370667	1302	+	2	1:84810519-84816480	93	8	1.000000
transcript:ENST00000371026	3848	-	17	1:67278568-67390570	94	8	1.000000
transcript:ENST00000431318	3743	-	16	1:67278574-67390570	94	8	1.000000
transcript:ENST00000464352	1906	-	12	1:67279653-67340561	94	8	1.000000
transcript:ENST00000371023	1697	-	10	1:67303286-67390523	94	8	1.000000
transcript:ENST00000531552	550	-	3	1:67303290-67327986	94	8	1.000000
transcript:ENST00000469450	684	-	3	1:67313607-67337192	94	8	1.000000
transcript:ENST00000371022	1520	-	6	1:67336488-67390529	94	8	1.000000
transcript:ENST00000488333	609	-	2	1:67370546-67372699	94	8	1.000000
transcript:ENST00000361516	2579	-	12	1:157715523-157746912	95	4	1.000000
transcript:ENST00000368181	1669	-	8	1:157715525-157746922	95	4	1.000000
transcript:ENST00000392274	1407	-	9	1:157716511-157746909	95	4	1.000000
transcript:ENST00000469986	902	-	2	1:157736404-157737564	95	4	1.000000
transcript:ENST00000361891	1659	-	14	1:153634512-153643524	96	3	1.000000
transcript:ENST00000368684	476	-	6	1:153638139-153642708	96	3	1.000000
transcript:ENST00000368681	726	-	6	1:153639759-153643458	96	3	1.000000
transcript:ENST00000379370	7323	+	36	1:955503-991496	97	2	1.000000
transcript:ENST00000419249	813	+	9	1:985936-989330	97	2	1.000000
transcript:ENST00000367052	7469	+	39	1:207669502-207813992	98	7	1.000000
transcript:ENST00000367051	7469	+	39	1:207669502-207813992	98	7	1.000000
transcript:ENST00000367053	7469	+	39	1:207669502-207813992	98	7	1.000000
transcript:ENST00000400960	6959	+	39	1:207669573-207813553	98	7	1.000000
transcript:ENST00000534202	3460	+	21	1:207669606-207782891	98	7	1.000000
transcript:ENST00000367049	7470	+	47	1:207669613-207812754	98	7	1.000000
transcript:ENST00000529814	1981	+	14	1:207669686-207803972	98	7	1.000000
transcript:ENST00000339355	763	-	1	1:45271585-45272347	99	2	1.000000
transcript:ENST00000372200	1262	-	2	1:45271588-45272957	99	2	1.000000
transcript:ENST00000421743	3311	+	6	1:163038565-163046592	100	7	1.000000
transcript:ENST00000367909	3200	+	5	1:163038935-163046592	100	7	1.000000
transcript:ENST00000531057	544	+	5	1:163039151-163044498	100	7	1.000000
transcript:ENST00000527809	817	+	5	1:163039151-163044545	100	7	1.000000
transcript:ENST00000367908	2606	+	4	1:163039151-163046381	100	7	1.000000
transcript:ENST00000367906	930	+	5	1:163041834-163044606	100	7	1.000000
transcript:ENST00000528938	551	+	5	1:163041936-163044217	100	7	1.000000
