#ID	Length	Dir	Exons	Position	GroupID	NIsoformInGroup	Explv
transcript:ENST00000598951	1098	+	3	1:198608146-198662335	53	18	1.000000
transcript:ENST00000367376	5321	+	33	1:198608146-198726545	53	18	1.000000
transcript:ENST00000352140	5177	+	32	1:198608146-198726545	53	18	1.000000
transcript:ENST00000594404	4838	+	30	1:198608146-198726545	53	18	1.000000
transcript:ENST00000530727	1962	+	18	1:198608149-198701685	53	18	1.000000
transcript:ENST00000442510	5164	+	33	1:198608170-198726412	53	18	1.000000
transcript:ENST00000462363	926	+	5	1:198608203-198673003	53	18	1.000000
transcript:ENST00000367367	2291	+	22	1:198608225-198704381	53	18	1.000000
transcript:ENST00000348564	4626	+	30	1:198608225-198726412	53	18	1.000000
transcript:ENST00000367364	1017	+	3	1:198608227-198662335	53	18	1.000000
transcript:ENST00000413409	1338	+	4	1:198608227-198664300	53	18	1.000000
transcript:ENST00000529828	2336	+	22	1:198608234-198704381	53	18	1.000000
transcript:ENST00000418674	462	+	4	1:198608292-198668749	53	18	1.000000
transcript:ENST00000427110	264	+	4	1:198608418-198672475	53	18	1.000000
transcript:ENST00000391970	408	+	5	1:198608418-198672475	53	18	1.000000
transcript:ENST00000484135	612	+	2	1:198666010-198669275	53	18	1.000000
transcript:ENST00000491302	648	+	3	1:198681919-198687428	53	18	1.000000
transcript:ENST00000256594	4046	-	8	1:110276554-110283138	54	6	1.000000
transcript:ENST00000540225	4128	-	9	1:110276554-110284384	54	6	1.000000
transcript:ENST00000361066	1557	-	9	1:110279124-110283660	54	6	1.000000
transcript:ENST00000486823	783	-	7	1:110279552-110282949	54	6	1.000000
transcript:ENST00000476321	742	-	3	1:110279597-110280765	54	6	1.000000
transcript:ENST00000488824	1118	-	7	1:110279598-110282923	54	6	1.000000
transcript:ENST00000288048	3764	+	4	1:12806163-12823847	55	3	1.000000
transcript:ENST00000474179	724	+	2	1:12806335-12813875	55	3	1.000000
transcript:ENST00000376210	695	+	3	1:12806373-12821102	55	3	1.000000
transcript:ENST00000443836	762	+	3	1:218683438-218699320	56	2	1.000000
transcript:ENST00000491260	813	+	2	1:218698182-218699320	56	2	1.000000
transcript:ENST00000378891	2926	-	15	1:1270656-1284492	57	3	1.000000
transcript:ENST00000378888	3239	-	15	1:1270656-1284730	57	3	1.000000
transcript:ENST00000472445	639	-	4	1:1277150-1284335	57	3	1.000000
transcript:ENST00000483388	712	+	4	1:33722146-33746015	58	5	1.000000
transcript:ENST00000539719	3106	+	9	1:33722174-33766320	58	5	1.000000
transcript:ENST00000490959	197	+	3	1:33722220-33740849	58	5	1.000000
transcript:ENST00000373428	2936	+	8	1:33736176-33766320	58	5	1.000000
transcript:ENST00000477934	495	+	2	1:33745951-33747574	58	5	1.000000
transcript:ENST00000368376	1632	+	8	1:155178490-155183614	59	7	1.000000
transcript:ENST00000316721	1441	+	7	1:155178588-155183614	59	7	1.000000
transcript:ENST00000424959	946	+	8	1:155179029-155183447	59	7	1.000000
transcript:ENST00000609421	1085	+	8	1:155179038-155183615	59	7	1.000000
transcript:ENST00000481771	2579	+	7	1:155179042-155183614	59	7	1.000000
transcript:ENST00000495589	935	+	7	1:155180639-155183499	59	7	1.000000
transcript:ENST00000495492	727	+	3	1:155182246-155183530	59	7	1.000000
transcript:ENST00000537469	2293	+	5	1:32671236-32674288	60	2	1.000000
transcript:ENST00000291358	2027	+	5	1:32671262-32674288	60	2	1.000000
transcript:ENST00000236147	2436	-	9	1:169659808-169680839	61	6	1.000000
transcript:ENST00000497295	216	-	3	1:169660822-169672470	61	6	1.000000
transcript:ENST00000463108	1346	-	7	1:169670636-169680839	61	6	1.000000
transcript:ENST00000460650	522	-	2	1:169672246-169673894	61	6	1.000000
transcript:ENST00000479657	701	-	5	1:169672458-169677781	61	6	1.000000
transcript:ENST00000466340	619	-	4	1:169673868-169679673	61	6	1.000000
transcript:ENST00000290541	964	+	7	1:151372010-151374420	62	7	1.000000
transcript:ENST00000495288	986	+	3	1:151372036-151373528	62	7	1.000000
transcript:ENST00000495805	811	+	4	1:151372055-151373547	62	7	1.000000
transcript:ENST00000476467	2067	+	2	1:151372063-151374382	62	7	1.000000
transcript:ENST00000493673	1650	+	4	1:151372066-151374410	62	7	1.000000
transcript:ENST00000474100	755	+	5	1:151372650-151374412	62	7	1.000000
transcript:ENST00000466425	665	+	3	1:151373377-151374413	62	7	1.000000
transcript:ENST00000407889	694	-	4	1:26496438-26498156	63	5	1.000000
transcript:ENST00000414762	447	-	2	1:26496671-26497304	63	5	1.000000
transcript:ENST00000433939	721	-	3	1:26496671-26498229	63	5	1.000000
transcript:ENST00000444682	623	-	2	1:26496685-26497864	63	5	1.000000
transcript:ENST00000448923	492	-	3	1:26496983-26498312	63	5	1.000000
transcript:ENST00000402983	1696	-	8	1:109190912-109203744	64	6	1.000000
transcript:ENST00000370031	1717	-	9	1:109190917-109203677	64	6	1.000000
transcript:ENST00000370032	1874	-	8	1:109190917-109204148	64	6	1.000000
transcript:ENST00000420055	1244	-	8	1:109191422-109203802	64	6	1.000000
transcript:ENST00000493676	822	-	6	1:109191516-109203686	64	6	1.000000
transcript:ENST00000483729	581	-	2	1:109192846-109194067	64	6	1.000000
transcript:ENST00000375078	2336	-	2	1:20808884-20812713	65	2	1.000000
transcript:ENST00000489020	812	-	2	1:20809680-20811138	65	2	1.000000
transcript:ENST00000491455	3809	+	11	1:214454445-214510474	66	7	1.000000
transcript:ENST00000471645	4732	+	10	1:214454468-214510473	66	7	1.000000
transcript:ENST00000460580	1618	+	11	1:214454565-214510474	66	7	1.000000
transcript:ENST00000415093	1078	+	10	1:214454576-214510177	66	7	1.000000
transcript:ENST00000366957	1671	+	12	1:214454576-214510474	66	7	1.000000
transcript:ENST00000484459	463	+	3	1:214500837-214504413	66	7	1.000000
transcript:ENST00000416415	697	+	3	1:214504320-214510474	66	7	1.000000
transcript:ENST00000452143	893	+	5	1:62901968-62908991	67	4	1.000000
transcript:ENST00000442679	502	+	3	1:62901969-62907251	67	4	1.000000
transcript:ENST00000371146	3507	+	9	1:62901975-62917473	67	4	1.000000
transcript:ENST00000339950	3996	+	9	1:62902326-62917475	67	4	1.000000
transcript:ENST00000370812	4596	-	11	1:77554675-77685111	68	6	1.000000
transcript:ENST00000445065	4318	-	8	1:77554675-77685115	68	6	1.000000
transcript:ENST00000370813	1357	-	9	1:77557690-77685115	68	6	1.000000
transcript:ENST00000487906	933	-	7	1:77557887-77635004	68	6	1.000000
transcript:ENST00000359130	1926	-	9	1:77619221-77685114	68	6	1.000000
transcript:ENST00000478391	737	-	7	1:77620179-77685111	68	6	1.000000
transcript:ENST00000497030	834	+	6	1:65613232-65691775	69	8	1.000000
transcript:ENST00000545314	6887	+	6	1:65613232-65697828	69	8	1.000000
transcript:ENST00000470888	1043	+	5	1:65613352-65690520	69	8	1.000000
transcript:ENST00000546702	1335	+	5	1:65613353-65692574	69	8	1.000000
transcript:ENST00000395334	6998	+	6	1:65613513-65697828	69	8	1.000000
transcript:ENST00000327299	6836	+	5	1:65613886-65697819	69	8	1.000000
transcript:ENST00000474968	928	+	5	1:65614685-65692122	69	8	1.000000
transcript:ENST00000479060	867	+	5	1:65631615-65692112	69	8	1.000000
transcript:ENST00000549778	582	+	6	1:9005926-9027804	70	6	1.000000
transcript:ENST00000476083	787	+	6	1:9005927-9034933	70	6	1.000000
transcript:ENST00000480186	1493	+	3	1:9005941-9012710	70	6	1.000000
transcript:ENST00000377443	1319	+	8	1:9005942-9035151	70	6	1.000000
transcript:ENST00000377436	942	+	8	1:9005946-9034503	70	6	1.000000
transcript:ENST00000377442	747	+	7	1:9005946-9034763	70	6	1.000000
transcript:ENST00000369317	2927	+	8	1:145438469-145442635	71	5	1.000000
transcript:ENST00000475171	1683	+	2	1:145438511-145442592	71	5	1.000000
transcript:ENST00000425134	1116	+	6	1:145439306-145440992	71	5	1.000000
transcript:ENST00000488537	1509	+	3	1:145439815-145441548	71	5	1.000000
transcript:ENST00000486597	509	+	2	1:145440853-145441490	71	5	1.000000
transcript:ENST00000313835	2120	-	14	1:145764411-145827073	72	14	1.000000
transcript:ENST00000465185	1906	-	5	1:145764596-145788795	72	14	1.000000
transcript:ENST00000460277	1955	-	14	1:145764596-145827073	72	14	1.000000
transcript:ENST00000493684	2699	-	7	1:145764599-145790953	72	14	1.000000
transcript:ENST00000454423	1982	-	14	1:145764599-145827103	72	14	1.000000
transcript:ENST00000534502	1644	-	15	1:145764875-145827015	72	14	1.000000
transcript:ENST00000462900	1527	-	14	1:145764881-145826450	72	14	1.000000
transcript:ENST00000478703	662	-	7	1:145771640-145804365	72	14	1.000000
transcript:ENST00000466593	919	-	8	1:145787803-145827030	72	14	1.000000
transcript:ENST00000528944	866	-	9	1:145787821-145827036	72	14	1.000000
transcript:ENST00000492401	567	-	4	1:145789111-145804338	72	14	1.000000
transcript:ENST00000527989	538	-	5	1:145811342-145823596	72	14	1.000000
transcript:ENST00000532574	492	-	4	1:145811832-145827044	72	14	1.000000
transcript:ENST00000524525	548	-	4	1:145816709-145827015	72	14	1.000000
transcript:ENST00000368124	2546	+	10	1:159141399-159171802	73	4	1.000000
transcript:ENST00000368125	3745	+	9	1:159141399-159173103	73	4	1.000000
transcript:ENST00000416746	711	+	7	1:159141549-159166740	73	4	1.000000
transcript:ENST00000497636	870	+	3	1:159166632-159171118	73	4	1.000000
transcript:ENST00000463527	463	-	5	1:155141884-155145253	74	10	1.000000
transcript:ENST00000487350	785	-	4	1:155141884-155145714	74	10	1.000000
transcript:ENST00000497317	477	-	5	1:155141884-155145730	74	10	1.000000
transcript:ENST00000295682	552	-	5	1:155141884-155145809	74	10	1.000000
transcript:ENST00000491084	598	-	5	1:155141884-155145951	74	10	1.000000
transcript:ENST00000471891	578	-	4	1:155141885-155145727	74	10	1.000000
transcript:ENST00000482246	414	-	3	1:155141885-155145744	74	10	1.000000
transcript:ENST00000490672	3264	-	4	1:155141885-155145781	74	10	1.000000
transcript:ENST00000461136	271	-	4	1:155141946-155145733	74	10	1.000000
transcript:ENST00000492892	430	-	5	1:155141946-155145737	74	10	1.000000
transcript:ENST00000373610	4854	+	11	1:32645287-32663886	75	2	1.000000
transcript:ENST00000373609	5012	+	10	1:32645666-32663886	75	2	1.000000
transcript:ENST00000441741	493	-	4	1:39987952-39990548	76	7	1.000000
transcript:ENST00000331856	2241	-	3	1:39987952-39991357	76	7	1.000000
transcript:ENST00000458207	693	-	5	1:39987952-40002954	76	7	1.000000
transcript:ENST00000450157	599	-	4	1:39987952-40007432	76	7	1.000000
transcript:ENST00000431553	497	-	3	1:39987952-40007513	76	7	1.000000
transcript:ENST00000417869	487	-	4	1:39987952-40011433	76	7	1.000000
transcript:ENST00000440190	681	-	2	1:39987952-40011859	76	7	1.000000
transcript:ENST00000484873	364	-	4	1:223711349-223716528	77	11	1.000000
transcript:ENST00000442247	327	-	4	1:223711350-223724380	77	11	1.000000
transcript:ENST00000430824	695	-	7	1:223714975-223724380	77	11	1.000000
transcript:ENST00000482401	1023	-	4	1:223714979-223718736	77	11	1.000000
transcript:ENST00000366872	2262	-	20	1:223714983-223853348	77	11	1.000000
transcript:ENST00000482183	475	-	3	1:223715011-223717632	77	11	1.000000
transcript:ENST00000419193	1399	-	10	1:223803672-223853436	77	11	1.000000
transcript:ENST00000366873	2596	-	10	1:223804600-223853425	77	11	1.000000
transcript:ENST00000467384	884	-	8	1:223807898-223842101	77	11	1.000000
transcript:ENST00000465098	710	-	5	1:223810324-223816407	77	11	1.000000
transcript:ENST00000525760	561	-	3	1:223814742-223816672	77	11	1.000000
transcript:ENST00000415675	3384	-	4	1:159165775-159172302	78	2	1.000000
transcript:ENST00000609696	480	-	2	1:159171096-159177763	78	2	1.000000
transcript:ENST00000449440	763	+	6	1:89990395-90048520	79	4	1.000000
transcript:ENST00000358200	3489	+	8	1:89990462-90058936	79	4	1.000000
transcript:ENST00000330947	7593	+	6	1:89990462-90063423	79	4	1.000000
transcript:ENST00000439853	7474	+	5	1:90033800-90063418	79	4	1.000000
transcript:ENST00000319084	1050	+	3	1:6640061-6642359	80	8	1.000000
transcript:ENST00000435905	1001	+	3	1:6640077-6642305	80	8	1.000000
transcript:ENST00000377674	2293	+	11	1:6640108-6649340	80	8	1.000000
transcript:ENST00000488936	784	+	7	1:6640148-6648165	80	8	1.000000
transcript:ENST00000482360	2484	+	7	1:6645362-6649340	80	8	1.000000
transcript:ENST00000498342	2461	+	3	1:6646267-6649340	80	8	1.000000
transcript:ENST00000466813	790	+	6	1:6647316-6649220	80	8	1.000000
transcript:ENST00000466941	523	+	2	1:6648747-6649340	80	8	1.000000
transcript:ENST00000446120	2094	+	14	1:95285898-95360608	81	10	1.000000
transcript:ENST00000271227	2388	+	15	1:95285906-95360802	81	10	1.000000
transcript:ENST00000527077	1943	+	14	1:95285953-95360608	81	10	1.000000
transcript:ENST00000529450	2045	+	15	1:95285957-95360609	81	10	1.000000
transcript:ENST00000467909	2061	+	14	1:95286177-95360609	81	10	1.000000
transcript:ENST00000422520	684	+	6	1:95286202-95303390	81	10	1.000000
transcript:ENST00000532427	1912	+	14	1:95286206-95360585	81	10	1.000000
transcript:ENST00000475883	2067	+	14	1:95290050-95360609	81	10	1.000000
transcript:ENST00000530397	1443	+	12	1:95292995-95356760	81	10	1.000000
transcript:ENST00000532670	460	+	3	1:95332887-95360608	81	10	1.000000
transcript:ENST00000370982	4404	-	4	1:68167149-68299150	82	2	1.000000
transcript:ENST00000494936	463	-	2	1:68242821-68299119	82	2	1.000000
transcript:ENST00000247087	6334	-	6	1:27860546-27930102	83	5	1.000000
transcript:ENST00000374011	6438	-	7	1:27860814-27930143	83	5	1.000000
transcript:ENST00000487743	417	-	3	1:27878553-27879815	83	5	1.000000
transcript:ENST00000490295	511	-	4	1:27879238-27929925	83	5	1.000000
transcript:ENST00000480033	546	-	3	1:27885219-27930942	83	5	1.000000
transcript:ENST00000379370	7323	+	36	1:955503-991496	84	9	1.000000
transcript:ENST00000477585	707	+	3	1:969486-976105	84	9	1.000000
transcript:ENST00000469403	899	+	3	1:970247-976777	84	9	1.000000
transcript:ENST00000479707	584	+	4	1:980779-981729	84	9	1.000000
transcript:ENST00000466223	459	+	3	1:982581-983245	84	9	1.000000
transcript:ENST00000478677	276	+	2	1:982855-983218	84	9	1.000000
transcript:ENST00000492947	690	+	2	1:983909-984774	84	9	1.000000
transcript:ENST00000419249	813	+	9	1:985936-989330	84	9	1.000000
transcript:ENST00000461111	3385	+	3	1:987366-991492	84	9	1.000000
transcript:ENST00000378756	2492	+	16	1:1447531-1470065	85	7	1.000000
transcript:ENST00000378755	2612	+	16	1:1447555-1470065	85	7	1.000000
transcript:ENST00000339113	2330	+	16	1:1447910-1470065	85	7	1.000000
transcript:ENST00000536055	2332	+	16	1:1447910-1470067	85	7	1.000000
transcript:ENST00000439513	403	+	2	1:1452450-1453155	85	7	1.000000
transcript:ENST00000429957	498	+	5	1:1453001-1458160	85	7	1.000000
transcript:ENST00000400830	603	+	6	1:1459653-1464711	85	7	1.000000
transcript:ENST00000344998	2100	-	4	1:13668269-13673511	86	3	1.000000
transcript:ENST00000602491	1332	-	2	1:13668411-13670217	86	3	1.000000
transcript:ENST00000334600	1690	-	4	1:13668743-13673511	86	3	1.000000
transcript:ENST00000379116	3044	+	18	1:1215816-1227399	87	8	1.000000
transcript:ENST00000379101	2268	+	17	1:1215852-1226753	87	8	1.000000
transcript:ENST00000338555	3475	+	15	1:1215968-1227404	87	8	1.000000
transcript:ENST00000470022	645	+	4	1:1217305-1221548	87	8	1.000000
transcript:ENST00000325425	2679	+	15	1:1217489-1227404	87	8	1.000000
transcript:ENST00000467651	204	+	4	1:1217544-1220977	87	8	1.000000
transcript:ENST00000400928	2503	+	14	1:1217576-1227409	87	8	1.000000
transcript:ENST00000379099	923	+	7	1:1222489-1226323	87	8	1.000000
transcript:ENST00000451759	835	-	4	1:163214295-163278367	88	9	1.000000
transcript:ENST00000449680	788	-	4	1:163218065-163291582	88	9	1.000000
transcript:ENST00000427213	616	-	3	1:163218109-163291542	88	9	1.000000
transcript:ENST00000429865	754	-	4	1:163270186-163291684	88	9	1.000000
transcript:ENST00000528019	512	-	5	1:163270348-163291494	88	9	1.000000
transcript:ENST00000528689	566	-	6	1:163270453-163291542	88	9	1.000000
transcript:ENST00000439699	1441	-	4	1:163274001-163291542	88	9	1.000000
transcript:ENST00000528818	574	-	2	1:163288628-163291531	88	9	1.000000
transcript:ENST00000526176	574	-	2	1:163289017-163291564	88	9	1.000000
transcript:ENST00000496928	611	+	4	1:16083102-16091568	89	16	1.000000
transcript:ENST00000508310	611	+	4	1:16083112-16091581	89	16	1.000000
transcript:ENST00000510393	576	+	4	1:16083136-16091712	89	16	1.000000
transcript:ENST00000430076	507	+	4	1:16083139-16091530	89	16	1.000000
transcript:ENST00000375771	3498	+	10	1:16083154-16113089	89	16	1.000000
transcript:ENST00000510929	511	+	4	1:16084441-16091522	89	16	1.000000
transcript:ENST00000502638	582	+	4	1:16084442-16091571	89	16	1.000000
transcript:ENST00000375766	3695	+	9	1:16084914-16113089	89	16	1.000000
transcript:ENST00000400773	3058	+	7	1:16085255-16113084	89	16	1.000000
transcript:ENST00000483633	571	+	4	1:16085279-16094054	89	16	1.000000
transcript:ENST00000502739	562	+	5	1:16085288-16101126	89	16	1.000000
transcript:ENST00000431771	577	+	4	1:16085292-16093932	89	16	1.000000
transcript:ENST00000441801	1543	+	6	1:16090994-16101737	89	16	1.000000
transcript:ENST00000332305	1530	+	5	1:16091448-16111824	89	16	1.000000
transcript:ENST00000514156	320	+	3	1:16103510-16111180	89	16	1.000000
transcript:ENST00000509138	506	+	2	1:16103568-16111333	89	16	1.000000
transcript:ENST00000368533	3131	-	8	1:154127784-154155648	90	22	1.000000
transcript:ENST00000368545	2147	-	4	1:154128833-154145153	90	22	1.000000
transcript:ENST00000469717	4041	-	5	1:154128835-154155623	90	22	1.000000
transcript:ENST00000330188	2108	-	8	1:154128840-154155681	90	22	1.000000
transcript:ENST00000341485	2063	-	8	1:154128840-154155684	90	22	1.000000
transcript:ENST00000341372	2007	-	8	1:154128842-154155657	90	22	1.000000
transcript:ENST00000328159	1771	-	9	1:154129170-154155595	90	22	1.000000
transcript:ENST00000509409	1248	-	7	1:154129588-154155703	90	22	1.000000
transcript:ENST00000271850	1219	-	9	1:154129794-154164534	90	22	1.000000
transcript:ENST00000312970	750	-	8	1:154130002-154155554	90	22	1.000000
transcript:ENST00000513769	539	-	4	1:154130008-154143482	90	22	1.000000
transcript:ENST00000302206	741	-	8	1:154130059-154150659	90	22	1.000000
transcript:ENST00000368531	1115	-	8	1:154131085-154155606	90	22	1.000000
transcript:ENST00000323144	1088	-	8	1:154131146-154155640	90	22	1.000000
transcript:ENST00000368530	1523	-	10	1:154139941-154164687	90	22	1.000000
transcript:ENST00000504663	870	-	2	1:154142128-154143176	90	22	1.000000
transcript:ENST00000509601	543	-	5	1:154142884-154155684	90	22	1.000000
transcript:ENST00000505010	540	-	4	1:154144358-154148718	90	22	1.000000
transcript:ENST00000368527	569	-	5	1:154144543-154156292	90	22	1.000000
transcript:ENST00000473036	746	-	4	1:154145148-154155650	90	22	1.000000
transcript:ENST00000466010	461	-	4	1:154159736-154164424	90	22	1.000000
transcript:ENST00000515609	587	-	3	1:154163679-154167124	90	22	1.000000
transcript:ENST00000295713	5967	+	20	1:206516200-206637776	91	9	1.000000
transcript:ENST00000414007	5814	+	19	1:206557366-206637783	91	9	1.000000
transcript:ENST00000419187	2419	+	19	1:206557368-206632263	91	9	1.000000
transcript:ENST00000483628	1391	+	5	1:206566213-206580621	91	9	1.000000
transcript:ENST00000467419	2044	+	2	1:206578322-206581391	91	9	1.000000
transcript:ENST00000439126	2486	+	12	1:206579736-206629507	91	9	1.000000
transcript:ENST00000471256	992	+	5	1:206619421-206629477	91	9	1.000000
transcript:ENST00000426388	690	+	5	1:206623784-206632264	91	9	1.000000
transcript:ENST00000488049	402	+	2	1:206626691-206627855	91	9	1.000000
transcript:ENST00000602662	1623	+	4	1:19923473-19984549	92	4	1.000000
transcript:ENST00000602384	999	+	10	1:19923561-19983407	92	4	1.000000
transcript:ENST00000602293	820	+	9	1:19923561-19983419	92	4	1.000000
transcript:ENST00000602450	590	+	5	1:19923562-19983420	92	4	1.000000
transcript:ENST00000373604	642	-	2	1:32670370-32671786	93	2	1.000000
transcript:ENST00000421616	786	-	4	1:32671099-32672415	93	2	1.000000
transcript:ENST00000334513	1473	-	8	1:145586115-145589439	94	5	1.000000
transcript:ENST00000498192	873	-	5	1:145586804-145589097	94	5	1.000000
transcript:ENST00000477878	1028	-	6	1:145586807-145589435	94	5	1.000000
transcript:ENST00000444015	389	-	4	1:145587371-145588963	94	5	1.000000
transcript:ENST00000460879	638	-	4	1:145587379-145589409	94	5	1.000000
transcript:ENST00000485807	3749	-	2	1:227918126-227922078	95	5	1.000000
transcript:ENST00000366758	2595	-	6	1:227918890-227923112	95	5	1.000000
transcript:ENST00000438896	2502	-	6	1:227918935-227923112	95	5	1.000000
transcript:ENST00000480590	891	-	4	1:227920849-227922777	95	5	1.000000
transcript:ENST00000465251	528	-	2	1:227921320-227922072	95	5	1.000000
transcript:ENST00000371026	3848	-	17	1:67278568-67390570	96	13	1.000000
transcript:ENST00000491297	4206	-	14	1:67278574-67370986	96	13	1.000000
transcript:ENST00000431318	3743	-	16	1:67278574-67390570	96	13	1.000000
transcript:ENST00000464352	1906	-	12	1:67279653-67340561	96	13	1.000000
transcript:ENST00000371023	1697	-	10	1:67303286-67390523	96	13	1.000000
transcript:ENST00000531552	550	-	3	1:67303290-67327986	96	13	1.000000
transcript:ENST00000469450	684	-	3	1:67313607-67337192	96	13	1.000000
transcript:ENST00000493572	285	-	2	1:67326396-67327987	96	13	1.000000
transcript:ENST00000531980	574	-	5	1:67327956-67390502	96	13	1.000000
transcript:ENST00000371022	1520	-	6	1:67336488-67390529	96	13	1.000000
transcript:ENST00000532629	569	-	4	1:67358960-67390502	96	13	1.000000
transcript:ENST00000488333	609	-	2	1:67370546-67372699	96	13	1.000000
transcript:ENST00000474506	194	-	2	1:67386926-67390379	96	13	1.000000
transcript:ENST00000483271	2767	+	8	1:246729746-246811537	97	4	1.000000
transcript:ENST00000366513	5126	+	11	1:246729748-246831886	97	4	1.000000
transcript:ENST00000366512	2422	+	9	1:246729763-246811545	97	4	1.000000
transcript:ENST00000366511	645	+	4	1:246729816-246797259	97	4	1.000000
transcript:ENST00000434700	466	+	5	1:222910549-222922866	98	6	1.000000
transcript:ENST00000445590	1345	+	6	1:222910558-222924002	98	6	1.000000
transcript:ENST00000391880	1994	+	6	1:222910558-222924147	98	6	1.000000
transcript:ENST00000360827	764	+	6	1:222910649-222923538	98	6	1.000000
transcript:ENST00000460763	582	+	2	1:222913026-222920789	98	6	1.000000
transcript:ENST00000456298	545	+	5	1:222913026-222922863	98	6	1.000000
transcript:ENST00000263932	3686	+	15	1:12123434-12204264	99	5	1.000000
transcript:ENST00000514649	2412	+	14	1:12123527-12203174	99	5	1.000000
transcript:ENST00000417814	2412	+	14	1:12123527-12203174	99	5	1.000000
transcript:ENST00000413146	2363	+	5	1:12185956-12204264	99	5	1.000000
transcript:ENST00000479933	2120	+	4	1:12185991-12204264	99	5	1.000000
transcript:ENST00000481780	847	+	7	1:201951500-201970527	100	13	1.000000
transcript:ENST00000295640	2427	+	11	1:201951752-201975275	100	13	1.000000
transcript:ENST00000367286	2282	+	10	1:201951780-201975275	100	13	1.000000
transcript:ENST00000487116	851	+	4	1:201951885-201966682	100	13	1.000000
transcript:ENST00000492587	780	+	5	1:201951947-201970616	100	13	1.000000
transcript:ENST00000471105	2093	+	10	1:201952083-201975275	100	13	1.000000
transcript:ENST00000447312	1166	+	8	1:201952458-201970895	100	13	1.000000
transcript:ENST00000478617	1069	+	8	1:201952503-201972548	100	13	1.000000
transcript:ENST00000479726	822	+	5	1:201952507-201969073	100	13	1.000000
transcript:ENST00000492849	958	+	8	1:201952599-201972446	100	13	1.000000
transcript:ENST00000449524	505	+	4	1:201965300-201970850	100	13	1.000000
transcript:ENST00000464707	450	+	3	1:201970389-201972477	100	13	1.000000
transcript:ENST00000479531	667	+	3	1:201970597-201973624	100	13	1.000000
